file;category;confidence
S4-a- (874).JPG;animal;0.946
S4-a- (875).JPG;animal;0.914
S4-a- (875).JPG;animal;0.93
S4-a- (875).JPG;animal;0.962
S4-a- (876).JPG;animal;0.904
S4-a- (876).JPG;animal;0.936
S4-a- (876).JPG;animal;0.96
S4-a- (877).JPG;animal;0.889
S4-a- (877).JPG;animal;0.896
S4-a- (877).JPG;animal;0.905
S4-a- (878).JPG;animal;0.0169
S4-a- (878).JPG;animal;0.849
S4-a- (878).JPG;animal;0.863
S4-a- (878).JPG;animal;0.923
S4-a- (879).JPG;animal;0.00522
S4-a- (879).JPG;animal;0.00785
S4-a- (879).JPG;animal;0.00821
S4-a- (879).JPG;animal;0.0222
S4-a- (879).JPG;animal;0.252
S4-a- (879).JPG;animal;0.853
S4-a- (879).JPG;animal;0.921
S4-a- (880).JPG;animal;0.00985
S4-a- (880).JPG;animal;0.0174
S4-a- (880).JPG;animal;0.0282
S4-a- (880).JPG;animal;0.858
S4-a- (880).JPG;animal;0.897
S4-a- (880).JPG;animal;0.951
S4-a- (881).JPG;animal;0.0105
S4-a- (881).JPG;animal;0.874
S4-a- (881).JPG;animal;0.895
S4-a- (881).JPG;animal;0.95
S4-a- (882).JPG;animal;0.0139
S4-a- (882).JPG;animal;0.853
S4-a- (882).JPG;animal;0.877
S4-a- (882).JPG;animal;0.946
S4-a- (883).JPG;animal;0.884
S4-a- (884).JPG;animal;0.924
S4-a- (885).JPG;animal;0.938
S4-a- (886).JPG;animal;0.0278
S4-a- (886).JPG;animal;0.0475
S4-a- (886).JPG;animal;0.108
S4-a- (886).JPG;animal;0.83
S4-a- (886).JPG;animal;0.907
S4-a- (886).JPG;animal;0.919
S4-a- (887).JPG;animal;0.00584
S4-a- (887).JPG;animal;0.0168
S4-a- (887).JPG;animal;0.0309
S4-a- (887).JPG;animal;0.733
S4-a- (887).JPG;animal;0.804
S4-a- (887).JPG;animal;0.902
S4-a- (888).JPG;animal;0.0135
S4-a- (888).JPG;animal;0.0945
S4-a- (888).JPG;animal;0.623
S4-a- (888).JPG;animal;0.66
S4-a- (888).JPG;animal;0.766
S4-a- (888).JPG;animal;0.941
S4-a- (889).JPG;animal;0.943
S4-a- (890).JPG;animal;0.942
S4-a- (891).JPG;animal;0.942
S4-a- (892).JPG;animal;0.93
S4-a- (892).JPG;animal;0.966
S4-a- (893).JPG;animal;0.00976
S4-a- (893).JPG;animal;0.921
S4-a- (893).JPG;animal;0.964
S4-a- (894).JPG;animal;0.92
S4-a- (894).JPG;animal;0.963
S4-a- (895).JPG;animal;0.0213
S4-a- (895).JPG;animal;0.085
S4-a- (895).JPG;animal;0.908
S4-a- (895).JPG;animal;0.952
S4-a- (896).JPG;animal;0.905
S4-a- (896).JPG;animal;0.955
S4-a- (897).JPG;animal;0.00846
S4-a- (897).JPG;animal;0.898
S4-a- (897).JPG;animal;0.952
S4-a- (898).JPG;animal;0.594
S4-a- (898).JPG;animal;0.877
S4-a- (899).JPG;animal;0.00505
S4-a- (899).JPG;animal;0.00581
S4-a- (899).JPG;animal;0.0176
S4-a- (899).JPG;animal;0.824
S4-a- (899).JPG;animal;0.873
S4-a- (900).JPG;animal;0.00541
S4-a- (900).JPG;animal;0.00553
S4-a- (900).JPG;animal;0.00618
S4-a- (900).JPG;animal;0.0065
S4-a- (900).JPG;animal;0.0211
S4-a- (900).JPG;animal;0.346
S4-a- (900).JPG;animal;0.799
S4-a- (900).JPG;animal;0.872
S4-a- (901).JPG;animal;0.00619
S4-a- (901).JPG;animal;0.0125
S4-a- (901).JPG;animal;0.0131
S4-a- (901).JPG;animal;0.0218
S4-a- (901).JPG;animal;0.0318
S4-a- (901).JPG;animal;0.0945
S4-a- (901).JPG;animal;0.37
S4-a- (901).JPG;animal;0.641
S4-a- (901).JPG;animal;0.752
S4-a- (901).JPG;animal;0.759
S4-a- (901).JPG;animal;0.788
S4-a- (902).JPG;animal;0.00524
S4-a- (902).JPG;animal;0.00594
S4-a- (902).JPG;animal;0.00715
S4-a- (902).JPG;animal;0.00884
S4-a- (902).JPG;animal;0.0145
S4-a- (902).JPG;animal;0.0155
S4-a- (902).JPG;animal;0.0155
S4-a- (902).JPG;animal;0.057
S4-a- (902).JPG;animal;0.13
S4-a- (902).JPG;animal;0.135
S4-a- (902).JPG;animal;0.725
S4-a- (902).JPG;animal;0.754
S4-a- (902).JPG;animal;0.784
S4-a- (902).JPG;animal;0.837
S4-a- (903).JPG;animal;0.00727
S4-a- (903).JPG;animal;0.01
S4-a- (903).JPG;animal;0.0142
S4-a- (903).JPG;animal;0.017
S4-a- (903).JPG;animal;0.118
S4-a- (903).JPG;animal;0.76
S4-a- (903).JPG;animal;0.81
S4-a- (903).JPG;animal;0.84
S4-a- (903).JPG;animal;0.887
S4-a- (904).JPG;animal;0.00652
S4-a- (904).JPG;animal;0.00759
S4-a- (904).JPG;animal;0.00919
S4-a- (904).JPG;animal;0.0115
S4-a- (904).JPG;animal;0.0126
S4-a- (904).JPG;animal;0.0163
S4-a- (904).JPG;animal;0.0228
S4-a- (904).JPG;animal;0.0541
S4-a- (904).JPG;animal;0.31
S4-a- (904).JPG;animal;0.497
S4-a- (904).JPG;animal;0.791
S4-a- (904).JPG;animal;0.843
S4-a- (904).JPG;animal;0.857
S4-a- (904).JPG;animal;0.866
S4-a- (905).JPG;animal;0.00596
S4-a- (905).JPG;animal;0.00725
S4-a- (905).JPG;animal;0.0075
S4-a- (905).JPG;animal;0.00758
S4-a- (905).JPG;animal;0.00969
S4-a- (905).JPG;animal;0.0116
S4-a- (905).JPG;animal;0.0117
S4-a- (905).JPG;animal;0.042
S4-a- (905).JPG;animal;0.0528
S4-a- (905).JPG;animal;0.0667
S4-a- (905).JPG;animal;0.0997
S4-a- (905).JPG;animal;0.209
S4-a- (905).JPG;animal;0.384
S4-a- (905).JPG;animal;0.655
S4-a- (905).JPG;animal;0.809
S4-a- (905).JPG;animal;0.852
S4-a- (905).JPG;animal;0.862
S4-a- (906).JPG;animal;0.00707
S4-a- (906).JPG;animal;0.00712
S4-a- (906).JPG;animal;0.0117
S4-a- (906).JPG;animal;0.0124
S4-a- (906).JPG;animal;0.0149
S4-a- (906).JPG;animal;0.0168
S4-a- (906).JPG;animal;0.0768
S4-a- (906).JPG;animal;0.273
S4-a- (906).JPG;animal;0.352
S4-a- (906).JPG;animal;0.763
S4-a- (906).JPG;animal;0.847
S4-a- (906).JPG;animal;0.888
S4-a- (906).JPG;animal;0.901
S4-a- (907).JPG;animal;0.00562
S4-a- (907).JPG;animal;0.00672
S4-a- (907).JPG;animal;0.00846
S4-a- (907).JPG;animal;0.0125
S4-a- (907).JPG;animal;0.0201
S4-a- (907).JPG;animal;0.0637
S4-a- (907).JPG;animal;0.268
S4-a- (907).JPG;animal;0.277
S4-a- (907).JPG;animal;0.698
S4-a- (907).JPG;animal;0.718
S4-a- (907).JPG;animal;0.766
S4-a- (907).JPG;animal;0.81
S4-a- (907).JPG;animal;0.828
S4-a- (907).JPG;animal;0.913
S4-a- (908).JPG;animal;0.00554
S4-a- (908).JPG;animal;0.00695
S4-a- (908).JPG;animal;0.0137
S4-a- (908).JPG;animal;0.0156
S4-a- (908).JPG;animal;0.0621
S4-a- (908).JPG;animal;0.0934
S4-a- (908).JPG;animal;0.111
S4-a- (908).JPG;animal;0.411
S4-a- (908).JPG;animal;0.558
S4-a- (908).JPG;animal;0.699
S4-a- (908).JPG;animal;0.706
S4-a- (908).JPG;animal;0.73
S4-a- (908).JPG;animal;0.805
S4-a- (909).JPG;animal;0.00579
S4-a- (909).JPG;animal;0.00588
S4-a- (909).JPG;animal;0.00667
S4-a- (909).JPG;animal;0.00692
S4-a- (909).JPG;animal;0.0109
S4-a- (909).JPG;animal;0.0113
S4-a- (909).JPG;animal;0.0155
S4-a- (909).JPG;animal;0.0185
S4-a- (909).JPG;animal;0.0226
S4-a- (909).JPG;animal;0.0961
S4-a- (909).JPG;animal;0.229
S4-a- (909).JPG;animal;0.233
S4-a- (909).JPG;animal;0.65
S4-a- (909).JPG;animal;0.735
S4-a- (909).JPG;animal;0.813
S4-a- (909).JPG;animal;0.882
S4-a- (910).JPG;animal;0.00509
S4-a- (910).JPG;animal;0.01
S4-a- (910).JPG;animal;0.012
S4-a- (910).JPG;animal;0.0123
S4-a- (910).JPG;animal;0.0359
S4-a- (910).JPG;animal;0.0476
S4-a- (910).JPG;animal;0.0982
S4-a- (910).JPG;animal;0.414
S4-a- (910).JPG;animal;0.605
S4-a- (910).JPG;animal;0.874
S4-a- (910).JPG;animal;0.948
S4-a- (911).JPG;animal;0.00605
S4-a- (911).JPG;animal;0.00628
S4-a- (911).JPG;animal;0.00739
S4-a- (911).JPG;animal;0.0111
S4-a- (911).JPG;animal;0.0154
S4-a- (911).JPG;animal;0.14
S4-a- (911).JPG;animal;0.209
S4-a- (911).JPG;animal;0.654
S4-a- (911).JPG;animal;0.741
S4-a- (911).JPG;animal;0.872
S4-a- (911).JPG;animal;0.95
S4-a- (912).JPG;animal;0.00659
S4-a- (912).JPG;animal;0.00807
S4-a- (912).JPG;animal;0.0125
S4-a- (912).JPG;animal;0.0357
S4-a- (912).JPG;animal;0.0546
S4-a- (912).JPG;animal;0.0755
S4-a- (912).JPG;animal;0.491
S4-a- (912).JPG;animal;0.691
S4-a- (912).JPG;animal;0.856
S4-a- (912).JPG;animal;0.948
S4-a- (913).JPG;animal;0.0144
S4-a- (913).JPG;animal;0.0159
S4-a- (913).JPG;animal;0.0355
S4-a- (913).JPG;animal;0.0381
S4-a- (913).JPG;animal;0.0406
S4-a- (913).JPG;animal;0.0614
S4-a- (913).JPG;animal;0.0651
S4-a- (913).JPG;animal;0.121
S4-a- (913).JPG;animal;0.281
S4-a- (913).JPG;animal;0.846
S4-a- (913).JPG;animal;0.885
S4-a- (913).JPG;animal;0.901
S4-a- (913).JPG;animal;0.92
S4-a- (914).JPG;animal;0.00576
S4-a- (914).JPG;animal;0.00781
S4-a- (914).JPG;animal;0.00866
S4-a- (914).JPG;animal;0.0104
S4-a- (914).JPG;animal;0.0139
S4-a- (914).JPG;animal;0.0288
S4-a- (914).JPG;animal;0.0514
S4-a- (914).JPG;animal;0.131
S4-a- (914).JPG;animal;0.202
S4-a- (914).JPG;animal;0.326
S4-a- (914).JPG;animal;0.715
S4-a- (914).JPG;animal;0.733
S4-a- (914).JPG;animal;0.868
S4-a- (914).JPG;animal;0.913
S4-a- (915).JPG;animal;0.0103
S4-a- (915).JPG;animal;0.0143
S4-a- (915).JPG;animal;0.0144
S4-a- (915).JPG;animal;0.0251
S4-a- (915).JPG;animal;0.0531
S4-a- (915).JPG;animal;0.0566
S4-a- (915).JPG;animal;0.735
S4-a- (915).JPG;animal;0.914
S4-a- (915).JPG;animal;0.914
S4-a- (915).JPG;animal;0.925
S4-a- (916).JPG;animal;0.00672
S4-a- (916).JPG;animal;0.00891
S4-a- (916).JPG;animal;0.0153
S4-a- (916).JPG;animal;0.158
S4-a- (916).JPG;animal;0.779
S4-a- (916).JPG;animal;0.876
S4-a- (916).JPG;animal;0.933
S4-a- (916).JPG;animal;0.979
S4-a- (917).JPG;animal;0.0101
S4-a- (917).JPG;animal;0.0115
S4-a- (917).JPG;animal;0.0232
S4-a- (917).JPG;animal;0.052
S4-a- (917).JPG;animal;0.0805
S4-a- (917).JPG;animal;0.266
S4-a- (917).JPG;animal;0.72
S4-a- (917).JPG;animal;0.844
S4-a- (917).JPG;animal;0.938
S4-a- (917).JPG;animal;0.975
S4-a- (918).JPG;animal;0.00586
S4-a- (918).JPG;animal;0.00597
S4-a- (918).JPG;animal;0.0118
S4-a- (918).JPG;animal;0.021
S4-a- (918).JPG;animal;0.0257
S4-a- (918).JPG;animal;0.163
S4-a- (918).JPG;animal;0.339
S4-a- (918).JPG;animal;0.558
S4-a- (918).JPG;animal;0.858
S4-a- (918).JPG;animal;0.938
S4-a- (918).JPG;animal;0.974
S4-a- (919).JPG;animal;0.00831
S4-a- (919).JPG;animal;0.00908
S4-a- (919).JPG;animal;0.00951
S4-a- (919).JPG;animal;0.00996
S4-a- (919).JPG;animal;0.0181
S4-a- (919).JPG;animal;0.0183
S4-a- (919).JPG;animal;0.0189
S4-a- (919).JPG;animal;0.762
S4-a- (919).JPG;animal;0.809
S4-a- (919).JPG;animal;0.972
S4-a- (920).JPG;animal;0.00509
S4-a- (920).JPG;animal;0.00649
S4-a- (920).JPG;animal;0.00754
S4-a- (920).JPG;animal;0.0497
S4-a- (920).JPG;animal;0.0753
S4-a- (920).JPG;animal;0.174
S4-a- (920).JPG;animal;0.806
S4-a- (920).JPG;animal;0.829
S4-a- (920).JPG;animal;0.977
S4-a- (921).JPG;animal;0.0104
S4-a- (921).JPG;animal;0.0138
S4-a- (921).JPG;animal;0.0194
S4-a- (921).JPG;animal;0.0415
S4-a- (921).JPG;animal;0.0816
S4-a- (921).JPG;animal;0.197
S4-a- (921).JPG;animal;0.735
S4-a- (921).JPG;animal;0.857
S4-a- (921).JPG;animal;0.975
S4-a- (922).JPG;animal;0.00709
S4-a- (922).JPG;animal;0.0132
S4-a- (922).JPG;animal;0.0195
S4-a- (922).JPG;animal;0.02
S4-a- (922).JPG;animal;0.024
S4-a- (922).JPG;animal;0.0558
S4-a- (922).JPG;animal;0.52
S4-a- (922).JPG;animal;0.853
S4-a- (922).JPG;animal;0.871
S4-a- (922).JPG;animal;0.966
S4-a- (923).JPG;animal;0.0058
S4-a- (923).JPG;animal;0.0061
S4-a- (923).JPG;animal;0.00871
S4-a- (923).JPG;animal;0.0103
S4-a- (923).JPG;animal;0.0394
S4-a- (923).JPG;animal;0.126
S4-a- (923).JPG;animal;0.187
S4-a- (923).JPG;animal;0.85
S4-a- (923).JPG;animal;0.868
S4-a- (923).JPG;animal;0.958
S4-a- (924).JPG;animal;0.0139
S4-a- (924).JPG;animal;0.0378
S4-a- (924).JPG;animal;0.0601
S4-a- (924).JPG;animal;0.0711
S4-a- (924).JPG;animal;0.0975
S4-a- (924).JPG;animal;0.197
S4-a- (924).JPG;animal;0.448
S4-a- (924).JPG;animal;0.823
S4-a- (924).JPG;animal;0.835
S4-a- (924).JPG;animal;0.873
S4-a- (925).JPG;animal;0.00709
S4-a- (925).JPG;animal;0.0973
S4-a- (925).JPG;animal;0.4
S4-a- (925).JPG;animal;0.406
S4-a- (925).JPG;animal;0.761
S4-a- (925).JPG;animal;0.828
S4-a- (925).JPG;animal;0.971
S4-a- (926).JPG;animal;0.00931
S4-a- (926).JPG;animal;0.00951
S4-a- (926).JPG;animal;0.051
S4-a- (926).JPG;animal;0.292
S4-a- (926).JPG;animal;0.319
S4-a- (926).JPG;animal;0.761
S4-a- (926).JPG;animal;0.823
S4-a- (926).JPG;animal;0.967
S4-a- (927).JPG;animal;0.00582
S4-a- (927).JPG;animal;0.00623
S4-a- (927).JPG;animal;0.00673
S4-a- (927).JPG;animal;0.00747
S4-a- (927).JPG;animal;0.00897
S4-a- (927).JPG;animal;0.0201
S4-a- (927).JPG;animal;0.026
S4-a- (927).JPG;animal;0.028
S4-a- (927).JPG;animal;0.0356
S4-a- (927).JPG;animal;0.307
S4-a- (927).JPG;animal;0.368
S4-a- (927).JPG;animal;0.51
S4-a- (927).JPG;animal;0.619
S4-a- (927).JPG;animal;0.814
S4-a- (927).JPG;animal;0.946
S4-a- (928).JPG;animal;0.0177
S4-a- (928).JPG;animal;0.0657
S4-a- (928).JPG;animal;0.0704
S4-a- (928).JPG;animal;0.271
S4-a- (928).JPG;animal;0.501
S4-a- (928).JPG;animal;0.732
S4-a- (928).JPG;animal;0.92
S4-a- (928).JPG;animal;0.93
S4-a- (929).JPG;animal;0.00582
S4-a- (929).JPG;animal;0.00637
S4-a- (929).JPG;animal;0.00923
S4-a- (929).JPG;animal;0.0129
S4-a- (929).JPG;animal;0.0411
S4-a- (929).JPG;animal;0.0595
S4-a- (929).JPG;animal;0.106
S4-a- (929).JPG;animal;0.149
S4-a- (929).JPG;animal;0.544
S4-a- (929).JPG;animal;0.717
S4-a- (929).JPG;animal;0.877
S4-a- (929).JPG;animal;0.943
S4-a- (930).JPG;animal;0.0132
S4-a- (930).JPG;animal;0.0318
S4-a- (930).JPG;animal;0.0767
S4-a- (930).JPG;animal;0.205
S4-a- (930).JPG;animal;0.449
S4-a- (930).JPG;animal;0.756
S4-a- (930).JPG;animal;0.827
S4-a- (930).JPG;animal;0.947
S4-a- (931).JPG;animal;0.00695
S4-a- (931).JPG;animal;0.0302
S4-a- (931).JPG;animal;0.594
S4-a- (931).JPG;animal;0.712
S4-a- (931).JPG;animal;0.862
S4-a- (931).JPG;animal;0.905
S4-a- (931).JPG;animal;0.961
S4-a- (932).JPG;animal;0.411
S4-a- (932).JPG;animal;0.527
S4-a- (932).JPG;animal;0.705
S4-a- (932).JPG;animal;0.9
S4-a- (932).JPG;animal;0.959
S4-a- (933).JPG;animal;0.00547
S4-a- (933).JPG;animal;0.00992
S4-a- (933).JPG;animal;0.511
S4-a- (933).JPG;animal;0.628
S4-a- (933).JPG;animal;0.74
S4-a- (933).JPG;animal;0.906
S4-a- (933).JPG;animal;0.96
S4-a- (934).JPG;animal;0.00512
S4-a- (934).JPG;animal;0.00552
S4-a- (934).JPG;animal;0.00788
S4-a- (934).JPG;animal;0.0107
S4-a- (934).JPG;animal;0.0125
S4-a- (934).JPG;animal;0.0173
S4-a- (934).JPG;animal;0.0235
S4-a- (934).JPG;animal;0.0926
S4-a- (934).JPG;animal;0.223
S4-a- (934).JPG;animal;0.346
S4-a- (934).JPG;animal;0.723
S4-a- (934).JPG;animal;0.737
S4-a- (934).JPG;animal;0.824
S4-a- (934).JPG;animal;0.877
S4-a- (934).JPG;animal;0.913
S4-a- (935).JPG;animal;0.00515
S4-a- (935).JPG;animal;0.0055
S4-a- (935).JPG;animal;0.00556
S4-a- (935).JPG;animal;0.00559
S4-a- (935).JPG;animal;0.00674
S4-a- (935).JPG;animal;0.00709
S4-a- (935).JPG;animal;0.00729
S4-a- (935).JPG;animal;0.0135
S4-a- (935).JPG;animal;0.0155
S4-a- (935).JPG;animal;0.0239
S4-a- (935).JPG;animal;0.0395
S4-a- (935).JPG;animal;0.0442
S4-a- (935).JPG;animal;0.1
S4-a- (935).JPG;animal;0.278
S4-a- (935).JPG;animal;0.343
S4-a- (935).JPG;animal;0.699
S4-a- (935).JPG;animal;0.725
S4-a- (935).JPG;animal;0.854
S4-a- (935).JPG;animal;0.858
S4-a- (935).JPG;animal;0.881
S4-a- (936).JPG;animal;0.00549
S4-a- (936).JPG;animal;0.00653
S4-a- (936).JPG;animal;0.00705
S4-a- (936).JPG;animal;0.00707
S4-a- (936).JPG;animal;0.00708
S4-a- (936).JPG;animal;0.00839
S4-a- (936).JPG;animal;0.00843
S4-a- (936).JPG;animal;0.00909
S4-a- (936).JPG;animal;0.0184
S4-a- (936).JPG;animal;0.0381
S4-a- (936).JPG;animal;0.0432
S4-a- (936).JPG;animal;0.0534
S4-a- (936).JPG;animal;0.427
S4-a- (936).JPG;animal;0.689
S4-a- (936).JPG;animal;0.785
S4-a- (936).JPG;animal;0.838
S4-a- (936).JPG;animal;0.859
S4-a- (936).JPG;animal;0.871
S4-a- (937).JPG;animal;0.797
S4-a- (937).JPG;animal;0.831
S4-a- (938).JPG;animal;0.00514
S4-a- (938).JPG;animal;0.00609
S4-a- (938).JPG;animal;0.023
S4-a- (938).JPG;animal;0.0359
S4-a- (938).JPG;animal;0.0506
S4-a- (938).JPG;animal;0.811
S4-a- (938).JPG;animal;0.836
S4-a- (939).JPG;animal;0.00556
S4-a- (939).JPG;animal;0.00837
S4-a- (939).JPG;animal;0.0103
S4-a- (939).JPG;animal;0.0208
S4-a- (939).JPG;animal;0.0209
S4-a- (939).JPG;animal;0.0744
S4-a- (939).JPG;animal;0.687
S4-a- (939).JPG;animal;0.729
S4-a- (940).JPG;animal;0.0225
S4-a- (940).JPG;animal;0.874
S4-a- (941).JPG;animal;0.166
S4-a- (941).JPG;animal;0.909
S4-a- (942).JPG;animal;0.895
S4-a- (942).JPG;animal;0.933
S4-a- (943).JPG;animal;0.937
S4-a- (943).JPG;animal;0.949
S4-a- (944).JPG;animal;0.00511
S4-a- (944).JPG;animal;0.942
S4-a- (944).JPG;animal;0.944
S4-a- (945).JPG;animal;0.936
S4-a- (945).JPG;animal;0.944
S4-a- (946).JPG;animal;0.937
S4-a- (946).JPG;animal;0.957
S4-a- (947).JPG;animal;0.92
S4-a- (947).JPG;animal;0.955
S4-a- (948).JPG;animal;0.916
S4-a- (948).JPG;animal;0.956
S4-a- (949).JPG;animal;0.95
S4-a- (950).JPG;animal;0.959
S4-a- (951).JPG;animal;0.957
S4-a- (952).JPG;animal;0.814
S4-a- (952).JPG;animal;0.962
S4-a- (953).JPG;animal;0.75
S4-a- (953).JPG;animal;0.961
S4-a- (954).JPG;animal;0.775
S4-a- (954).JPG;animal;0.962
S4-a- (955).JPG;animal;0.567
S4-a- (955).JPG;animal;0.957
S4-a- (956).JPG;animal;0.564
S4-a- (956).JPG;animal;0.955
S4-a- (957).JPG;animal;0.441
S4-a- (957).JPG;animal;0.956
S4-a- (958).JPG;animal;0.962
S4-a- (958).JPG;animal;0.969
S4-a- (959).JPG;animal;0.965
S4-a- (959).JPG;animal;0.965
S4-a- (960).JPG;animal;0.96
S4-a- (960).JPG;animal;0.964
S4-a- (961).JPG;animal;0.963
S4-a- (961).JPG;animal;0.979
S4-a- (962).JPG;animal;0.966
S4-a- (962).JPG;animal;0.973
S4-a- (963).JPG;animal;0.965
S4-a- (963).JPG;animal;0.975
S4-a- (964).JPG;animal;0.97
S4-a- (964).JPG;animal;0.971
S4-a- (965).JPG;animal;0.97
S4-a- (965).JPG;animal;0.973
S4-a- (966).JPG;animal;0.964
S4-a- (966).JPG;animal;0.972
S4-a- (967).JPG;animal;0.968
S4-a- (967).JPG;animal;0.975
S4-a- (968).JPG;animal;0.0408
S4-a- (968).JPG;animal;0.965
S4-a- (968).JPG;animal;0.97
S4-a- (969).JPG;animal;0.969
S4-a- (969).JPG;animal;0.971
S4-a- (97).JPG;animal;0.0055
S4-a- (970).JPG;animal;0.961
S4-a- (970).JPG;animal;0.966
S4-a- (971).JPG;animal;0.0062
S4-a- (971).JPG;animal;0.0333
S4-a- (971).JPG;animal;0.967
S4-a- (971).JPG;animal;0.975
S4-a- (972).JPG;animal;0.933
S4-a- (972).JPG;animal;0.953
S4-a- (973).JPG;animal;0.0179
S4-a- (973).JPG;animal;0.136
S4-a- (973).JPG;animal;0.806
S4-a- (973).JPG;animal;0.962
S4-a- (974).JPG;animal;0.00824
S4-a- (974).JPG;animal;0.0112
S4-a- (974).JPG;animal;0.138
S4-a- (974).JPG;animal;0.348
S4-a- (974).JPG;animal;0.963
S4-a- (975).JPG;animal;0.0124
S4-a- (975).JPG;animal;0.0145
S4-a- (975).JPG;animal;0.087
S4-a- (975).JPG;animal;0.507
S4-a- (975).JPG;animal;0.962
S4-a- (976).JPG;animal;0.0111
S4-a- (976).JPG;animal;0.0209
S4-a- (976).JPG;animal;0.814
S4-a- (976).JPG;animal;0.96
S4-a- (977).JPG;animal;0.00718
S4-a- (977).JPG;animal;0.0085
S4-a- (977).JPG;animal;0.00891
S4-a- (977).JPG;animal;0.0194
S4-a- (977).JPG;animal;0.473
S4-a- (977).JPG;animal;0.961
S4-a- (978).JPG;animal;0.0272
S4-a- (978).JPG;animal;0.0402
S4-a- (978).JPG;animal;0.859
S4-a- (978).JPG;animal;0.967
S4-a- (979).JPG;animal;0.00625
S4-a- (979).JPG;animal;0.0133
S4-a- (979).JPG;animal;0.527
S4-a- (979).JPG;animal;0.981
S4-a- (980).JPG;animal;0.678
S4-a- (980).JPG;animal;0.98
S4-a- (981).JPG;animal;0.0128
S4-a- (981).JPG;animal;0.0138
S4-a- (981).JPG;animal;0.0144
S4-a- (981).JPG;animal;0.048
S4-a- (981).JPG;animal;0.488
S4-a- (981).JPG;animal;0.973
S4-a- (982).JPG;animal;0.972
S4-a- (983).JPG;animal;0.972
S4-a- (984).JPG;animal;0.972
S4-a- (985).JPG;animal;0.119
S4-a- (985).JPG;animal;0.491
S4-a- (985).JPG;animal;0.974
S4-a- (986).JPG;animal;0.969
S4-a- (987).JPG;animal;0.966
S4-a- (988).JPG;animal;0.97
S4-a- (988).JPG;animal;0.971
S4-a- (989).JPG;animal;0.961
S4-a- (989).JPG;animal;0.971
S4-a- (990).JPG;animal;0.964
S4-a- (990).JPG;animal;0.974
S4-a- (991).JPG;animal;0.971
S4-a- (991).JPG;animal;0.974
S4-a- (992).JPG;animal;0.973
S4-a- (992).JPG;animal;0.973
S4-a- (993).JPG;animal;0.972
S4-a- (993).JPG;animal;0.975
S4-a- (994).JPG;animal;0.971
S4-a- (994).JPG;animal;0.971
S4-a- (995).JPG;animal;0.969
S4-a- (995).JPG;animal;0.972
S4-a- (996).JPG;animal;0.968
S4-a- (996).JPG;animal;0.972
S4-a- (997).JPG;animal;0.968
S4-a- (997).JPG;animal;0.972
S4-a- (998).JPG;animal;0.971
S4-a- (998).JPG;animal;0.974
S4-a- (999).JPG;animal;0.954
S4-a- (999).JPG;animal;0.973
S4-b- (1).JPG;animal;0.00628
S4-b- (1).JPG;animal;0.513
S4-b- (10).JPG;animal;0.00535
S4-b- (10).JPG;animal;0.00855
S4-b- (10).JPG;animal;0.318
S4-b- (10).JPG;animal;0.325
S4-b- (10).JPG;animal;0.792
S4-b- (1000).JPG;animal;0.947
S4-b- (1003).JPG;animal;0.882
S4-b- (1004).JPG;animal;0.929
S4-b- (1005).JPG;animal;0.943
S4-b- (1006).JPG;animal;0.952
S4-b- (1007).JPG;animal;0.933
S4-b- (1008).JPG;animal;0.93
S4-b- (1015).JPG;animal;0.901
S4-b- (1016).JPG;animal;0.85
S4-b- (1017).JPG;animal;0.743
S4-b- (1018).JPG;animal;0.925
S4-b- (1019).JPG;animal;0.931
S4-b- (1020).JPG;animal;0.915
S4-b- (1027).JPG;animal;0.96
S4-b- (1028).JPG;animal;0.963
S4-b- (1029).JPG;animal;0.964
S4-b- (1030).JPG;animal;0.022
S4-b- (1030).JPG;animal;0.0603
S4-b- (1030).JPG;animal;0.352
S4-b- (1031).JPG;animal;0.0143
S4-b- (1031).JPG;animal;0.0263
S4-b- (1031).JPG;animal;0.229
S4-b- (1032).JPG;animal;0.98
S4-b- (1033).JPG;animal;0.932
S4-b- (1034).JPG;animal;0.944
S4-b- (1036).JPG;animal;0.00514
S4-b- (1036).JPG;animal;0.943
S4-b- (1038).JPG;animal;0.0145
S4-b- (1039).JPG;animal;0.91
S4-b- (1040).JPG;animal;0.93
S4-b- (1041).JPG;animal;0.00598
S4-b- (1041).JPG;animal;0.936
S4-b- (1042).JPG;animal;0.854
S4-b- (1043).JPG;animal;0.794
S4-b- (1044).JPG;animal;0.0127
S4-b- (1044).JPG;animal;0.574
S4-b- (1050).JPG;animal;0.00655
S4-b- (1051).JPG;animal;0.945
S4-b- (1052).JPG;animal;0.00723
S4-b- (1052).JPG;animal;0.815
S4-b- (1053).JPG;animal;0.00778
S4-b- (1053).JPG;animal;0.0192
S4-b- (1053).JPG;animal;0.0202
S4-b- (1053).JPG;animal;0.0232
S4-b- (1053).JPG;animal;0.0944
S4-b- (1056).JPG;animal;0.0178
S4-b- (1058).JPG;animal;0.0165
S4-b- (1060).JPG;animal;0.00749
S4-b- (1060).JPG;animal;0.782
S4-b- (1061).JPG;animal;0.874
S4-b- (1062).JPG;animal;0.914
S4-b- (1063).JPG;animal;0.0221
S4-b- (1063).JPG;animal;0.946
S4-b- (1064).JPG;animal;0.00626
S4-b- (1064).JPG;animal;0.915
S4-b- (1065).JPG;animal;0.01
S4-b- (1065).JPG;animal;0.904
